RYEAR,RDOYIST,RDOYFRST,RDOYFRND,RJUMP,ROBS,RVV,RALPHA,RC10,RBY0,RPHI,RTHETA,RY0,RRR,RFAX,RFPOL,RHRL,REM,RH,RCORREL,RCHI,RN,SDT,np,DiP
2014,183.991667,184.129861,184.500000,(S),F$^-$,333.540674,  0.909637,  3.623114, 20.137045,168.049250,-26.116845, -0.124076,  0.023367,  1.114457,   52.162411,       7.751035,   18.826526,    1.000000,    0.057890,    0.318481, 18.000000,    S, 8.98, 0.5
2014,231.242361,231.749306,233.798611,(S),F$^+$,349.064299,  0.261418,  0.993026, 12.626808, 54.734674, 44.965758, -0.022059,  0.243801,  1.524728,  176.275778,      35.836357,   16.748411,    1.000000,    0.533365,    0.566047, 49.000000,  NSN, 6.61, 0.37
2014,238.111111,239.129861,239.909028, NS,F$_r$,308.086882,  2.088641, -1.238360, 13.691403, 81.014290,-62.552057, -0.015209,  0.159114,  0.224374,   56.464204,       1.689212,   15.450406,   -1.000000,    0.430303,    0.322907, 19.000000,    S, 14.04, 0.48
2014,255.636806,255.890278,257.485417,(S),F$^-$,594.520407,  2.871333, -9.890353,112.915555,350.308066,  9.423943, -0.154335,  0.073836, 11.101049,  142.809529,     211.378083,  539.393157,   -1.000000,    0.037418,    0.449084, 39.000000,    N, 3.34, 0.29
2015,  7.234722,  7.269444,  7.879861,(S),F$^+$,452.049540,  4.326380, -1.757559, 20.138866, 47.647957,  4.634471, -0.011209,  0.062239,  0.234361,   49.312887,       1.540936,   25.104893,   -1.000000,    0.730596,    0.384118, 15.000000,   SN, 16.05, 0.46
2015, 87.150000, 87.489583, 88.600000, NS,F$_r$,391.719803,  2.377597, -5.358631, 48.194668,208.694787, 11.797052,  0.103491,  0.083849,  2.442304,   80.771018,      26.302315,  101.835827,   -1.000000,    0.859755,    0.219222, 26.000000,  NSN, 13.16, 0.48
2015, 90.313889, 90.747917, 91.409722,(S),F$^-$,403.361412,  2.014696,  1.450964, 17.592785,159.226053,  9.702352, -0.073367,  0.049412,  0.384061,   71.469478,       3.659814,   22.084406,    1.000000,    0.064027,    0.218555, 16.000000,   NS, 9.84, 0.44
2015,126.038889,126.700000,127.599306,(S),F$^-$,420.721356,  2.114725, -1.426628, 15.954758,156.129809, 35.457876,  0.028248,  0.126151,  0.300931,   61.274185,       2.458571,   18.423405,   -1.000000,    0.584466,    0.279871, 21.000000,  SNN, 9.88, 0.46
2015,128.119444,128.299306,129.440278, NS,F$^-$,382.813730,  0.020826, -0.392682,  2.609939, 55.273540,-10.246776,  0.279459,  0.120623,  0.817704,  148.416573,      16.181438,    3.044777,   -1.000000,    0.565351,    0.185462, 28.000000,   SN, 7.01, 0.51
2015,130.349306,130.499306,131.199306, NS,F$^+$,358.171160,  3.022313,  2.056931, 12.919617,139.719193,-33.039005, -0.015126,  0.067406,  0.138070,   25.903902,       0.476874,    9.420553,    1.000000,    0.773322,    0.362580, 17.000000,  NSS, 8.07, 0.48
2015,250.545139,250.979861,252.619444,(S),F$^+$,466.333373,  0.357167,  1.385537, 16.797984, 45.928904, 34.714441, -0.053200,  0.228563,  1.975072,  165.848619,      43.675060,   20.943843,    1.000000,    0.678961,    0.435341, 39.000000,  NSN, 13.22, 0.42
2015,279.899306,279.899306,280.419444, NS,F$_r$,425.371686,  6.476395,  3.262061, 19.360743,139.521261,-29.588362,  0.018473,  0.047790,  0.144694,   20.469367,       0.394906,   17.819873,    1.000000,   -0.051456,    0.482596, 12.000000,  NSS, 16.62, 0.6
2015,297.749306,298.549306,301.549306,(S),F$_r$,393.754175,  0.019205, -1.909184, 10.931212,199.538163,-59.319054, -0.562218,  0.379045, 15.554451,  272.473126,     565.089306,    7.027709,   -1.000000,    0.423238,    0.265730, 71.000000,    S, 3.6, 0.4
2015,310.740278,311.299306,312.699306,(S),F$_r$,526.591743,  0.545925,  1.860175, 18.541773,226.177121, 14.649055,  0.007452,  0.220579,  1.574380,  115.874158,      24.323988,   20.534650,    1.000000,    0.813385,    0.320088, 21.000000,  SNN, 2.18, 0.53
2015,353.649306,354.569444,355.959722,(S),F$_r$,398.114977,  0.850591,  1.927771, 23.958378,218.386703,-31.642878, -0.083426,  0.197299,  1.687073,  131.568039,      29.595326,   33.570314,    1.000000,    0.776422,    0.264428, 33.000000,  SNS, 9.33, 0.47
